id,icon,name,desc,male,files,repell,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,quality,pos.x,pos.y,bone,idle_anim,fix_attr.decos.decos.type,fix_attr.decos.decos.change_value,fix_attr.decos.decos.change_percent,fix_attr.decos.decos.type,fix_attr.decos.decos.change_value,fix_attr.decos.decos.change_percent,fix_attr.levelup_growth,levelup_pttid,origins
120030,ui/hzicon/yichu/beishinv_yelaifengyu,夜来风雨,桃李春风一杯酒，江湖夜雨十年灯。,False,spines/zhujue/huanzhuangNv/yelaifengyunv_beishi,,HZ_YONGMENGYINGZI,311,,HZ_JIANYUE,288,,HZ_CHENGSHU,241,,HZ_SHIWEN,280,,FG_JIANGHU,400,,FG_ZHENGZHAN,300,,,,,5,,,beishi,,HP,3548,,ATTACK,355,,20108,1,30002
120031,ui/hzicon/yichu/beishi_linglong,玲珑,千里茫茫若梦，双眸粲粲如星。,False,spines/zhujue/huanzhuangNv/linglongnv_beishi,,HZ_FANHUA,311,,HZ_RUYADUANZHUANG,277,,HZ_CHENGSHU,252,,HZ_SHIWEN,280,,FG_ZOUYUE,400,,FG_GUANCHANG,300,,,,,5,,,beishi,,HP,4277,,ATTACK,428,,20113,1,400
120032,ui/hzicon/yichu/beishi_lujian,路见,回首向来萧瑟处，归去，也无风雨也无晴。,False,spines/zhujue/huanzhuangNv/lujiannv_beishi,,HZ_JIANYUE,242,,HZ_QINGCHUN,200,,HZ_YONGMENGYINGZI,189,,HZ_SHIWEN,210,,FG_SHOULIE,400,,FG_ZHENGZHAN,300,,,,,4,,,beishi,,HP,1451,,ATTACK,145,,20117,1,100
120037,ui/hzicon/yichu/beishi_feitian,清月照影,霓为衣兮风为马，云之君兮纷纷而来下。,False,spines/zhujue/huanzhuangNv/feitiannv_beishi_r,,HZ_RUYADUANZHUANG,258,,HZ_CAIZIJIAREN,244,,HZ_CHENGSHU,213,,HZ_QINGLIANG,280,,FG_YUANYOU,400,,FG_XIUXIAN,300,,,,,5,,,root,,HP,3168,,ATTACK,317,,20133,1,
1200051,ui/hzicon/yichu/beishi_yemao_1,忆白,天底下竟有如此精致考究的夜行衣！,False,spines/zhujue/huanzhuangNv/yemaonv_1_beishi,,HZ_HUOPO,150,,HZ_QINGCHUN,124,,HZ_FANHUA,108,,HZ_QINGLIANG,150,,FG_YUNDONG,400,,FG_DONGWU,300,,,,,3,,,beishi,,HP,461,,ATTACK,46,,20151,1,
1200221,ui/hzicon/yichu/beishi_wangdie_1,风摇,小小的蝴蝶飞啊飞，在天上，在地上，在你我的心头上。,False,spines/zhujue/huanzhuangNv/wangdienv_1_beishi,,HZ_QINGCHUN,235,,HZ_JIANYUE,204,,HZ_HUOPO,191,,HZ_SHIWEN,210,,FG_JIANGHU,500,,,,,,,,4,,,beishi,,HP,1382,,ATTACK,138,,20183,1,
1200291,ui/hzicon/yichu/beishi_mengzhiyao_1,忘忧,有美人兮，见之不忘。一日不见兮，思之如狂。,False,spines/zhujue/huanzhuangNv/mengzhiyaonv_1_beishi,,HZ_FANHUA,187,,HZ_FENGLIUWUMEI,183,,HZ_RUYADUANZHUANG,166,,HZ_QINGLIANG,210,,FG_ZOUYUE,400,,FG_XIUXIAN,300,,,,,4,,,beishi,,HP,1382,,ATTACK,138,,20196,1,
1200321,ui/hzicon/yichu/beishi_lujian_1,无归,回首向来萧瑟处，归去，也无风雨也无晴。,False,spines/zhujue/huanzhuangNv/lujiannv_1_beishi,,HZ_YONGMENGYINGZI,333,,HZ_HUOPO,266,,HZ_CHENGSHU,241,,HZ_SHIWEN,280,,FG_SHOULIE,400,,FG_YUNDONG,300,,,,,5,,,beishi,,HP,3168,,ATTACK,317,,20200,1,
220005,ui/hzicon/yichu/beishi_yemao,夜猫,天底下竟有如此精致考究的夜行衣！,True,spines/zhujue/huanzhuangNan/yemaonan_beishi,,HZ_HUOPO,162,,HZ_FENGLIUWUMEI,116,,HZ_CHENGSHU,105,,HZ_QINGLIANG,150,,FG_YEXING,400,,FG_DONGWU,300,,,,,3,,,beishi,,HP,461,,ATTACK,46,,20231,1,100
220009,ui/hzicon/yichu/beishi_mizong,秘踪,愿我化作一道夜空中的光。,True,spines/zhujue/huanzhuangNan/mizongnan_beishi,,HZ_YONGMENGYINGZI,166,,HZ_JIANYUE,144,,HZ_CHENGSHU,140,,HZ_SHIWEN,150,,FG_JIANGHU,400,,FG_YUNDONG,300,,WQ_DAO,1000,是,3,,,beishi,,HP,447,,ATTACK,45,,20243,1,30003
220011,ui/hzicon/yichu/beishi_moran,墨染,赫于城邦闹市何如？隐于乡郊绿野何如？所见所闻所思所想，皆有收获。,True,spines/zhujue/huanzhuangNan/morannan_beishi,,HZ_JIANYUE,170,,HZ_QINGCHUN,148,,HZ_HUOPO,132,,HZ_SHIWEN,150,,FG_XIUXIAN,400,,FG_HUAYU,300,,,,,3,,,beishi,,HP,461,,ATTACK,46,,20250,1,100
220015,ui/hzicon/yichu/beishi_huahuo,花火,花火的光芒照亮了整个夜空，好美……,True,spines/zhujue/huanzhuangNan/huahuonan_beishi,,HZ_FANHUA,138,,HZ_RUYADUANZHUANG,135,,HZ_JIANYUE,110,,HZ_BAONUAN,150,,FG_XIJU,400,,FG_GUANCHANG,300,,,,,3,,,,,HP,461,,ATTACK,46,,20264,1,30003
220016,ui/hzicon/yichu/beishi_gongxin,宫心,这深宫中的心事，岂是三言两语能道明。,True,spines/zhujue/huanzhuangNan/gongxinnan_beishi,,HZ_RUYADUANZHUANG,214,,HZ_TONGZHEN,168,,HZ_FANHUA,153,,HZ_BAONUAN,210,,FG_GUANCHANG,400,,FG_YUANYOU,300,,,,,4,,,beishi,,HP,1451,,ATTACK,145,,20267,1,100
220021,ui/hzicon/yichu/beishi_shufang,淑芳,赵女弹箜篌，复能邯郸舞。,True,spines/zhujue/huanzhuangNan/jingxiunan_beishi,,HZ_HUOPO,254,,HZ_TONGZHEN,204,,HZ_CAIZIJIAREN,172,,HZ_SHIWEN,210,,FG_DONGWU,400,,FG_YUANYOU,300,,,,,4,,,,,HP,1451,,ATTACK,145,,20284,1,100
220022,ui/hzicon/yichu/beishi_wangdie,王蝶,小小的蝴蝶飞啊飞，在天上，在地上，在你我的心头上。,True,spines/zhujue/huanzhuangNan/wangdienan_beishi,,HZ_QINGCHUN,202,,HZ_HUOPO,183,,HZ_JIANYUE,151,,HZ_QINGLIANG,210,,FG_XIJU,400,,FG_WUYI,300,,,,,4,,,beishi,,HP,1451,,ATTACK,145,,20287,1,100
220026,ui/hzicon/yichu/beishi_jinyiwei,锦衣卫,饮马渡秋水，水寒风似刀。,True,spines/zhujue/huanzhuangNan/jinyiweinan_beishi_r,,HZ_YONGMENGYINGZI,244,,HZ_FANHUA,208,,HZ_CHENGSHU,178,,HZ_SHIWEN,210,,FG_YEXING,400,,FG_JIANGHU,300,,FG_ZHENGZHAN,150,,4,,,root,,HP,1658,,ATTACK,166,,20303,1,30003
220028,ui/hzicon/yichu/beishi_chushang,龙凤,皇恩浩荡，万民景仰。,True,spines/zhujue/huanzhuangNan/longfengnan_beishi_r,,HZ_FANHUA,333,,HZ_RUYADUANZHUANG,266,,HZ_CHENGSHU,241,,HZ_SHIWEN,280,,FG_DIWANG,500,,,,,,,,5,,,root,,HP,3105,,ATTACK,311,,20310,1,100
220029,ui/hzicon/yichu/beishi_mengzhiyao,梦之瑶,有美人兮，见之不忘。一日不见兮，思之如狂。,True,spines/zhujue/huanzhuangNan/mengzhiyaonan_beishi,,HZ_QINGCHUN,248,,HZ_CAIZIJIAREN,210,,HZ_FANHUA,172,,HZ_SHIWEN,210,,FG_ZOUYUE,500,,,,,,,,4,,,beishi,,HP,1451,,ATTACK,145,,20314,1,100
220030,ui/hzicon/yichu/beishinan_yelaifengyu,夜来风雨,桃李春风一杯酒，江湖夜雨十年灯。,True,spines/zhujue/huanzhuangNan/yelaifengyunan_beishi,,HZ_YONGMENGYINGZI,311,,HZ_JIANYUE,288,,HZ_CHENGSHU,241,,HZ_SHIWEN,280,,FG_JIANGHU,400,,FG_ZHENGZHAN,300,,,,,5,,,beishi,,HP,3548,,ATTACK,355,,20318,1,30003
220031,ui/hzicon/yichu/beishi_linglong,玲珑,千里茫茫若梦，双眸粲粲如星。,True,spines/zhujue/huanzhuangNan/linglongnan_beishi,,HZ_FANHUA,311,,HZ_RUYADUANZHUANG,277,,HZ_CHENGSHU,252,,HZ_SHIWEN,280,,FG_ZOUYUE,400,,FG_GUANCHANG,300,,,,,5,,,beishi,,HP,4277,,ATTACK,428,,20323,1,400
220032,ui/hzicon/yichu/beishi_lujian,路见,回首向来萧瑟处，归去，也无风雨也无晴。,True,spines/zhujue/huanzhuangNan/lujiannan_beishi,,HZ_JIANYUE,242,,HZ_QINGCHUN,200,,HZ_YONGMENGYINGZI,189,,HZ_SHIWEN,210,,FG_SHOULIE,400,,FG_ZHENGZHAN,300,,,,,4,,,beishi,,HP,1451,,ATTACK,145,,20327,1,100
220037,ui/hzicon/yichu/beishi_feitian,清月照影,霓为衣兮风为马，云之君兮纷纷而来下。,True,spines/zhujue/huanzhuangNan/feitiannan_beishi_r,,HZ_RUYADUANZHUANG,258,,HZ_CAIZIJIAREN,244,,HZ_CHENGSHU,213,,HZ_QINGLIANG,280,,FG_YUANYOU,400,,FG_XIUXIAN,300,,,,,5,,,root,,HP,3168,,ATTACK,317,,20343,1,
2200051,ui/hzicon/yichu/beishi_yemao_1,忆白,天底下竟有如此精致考究的夜行衣！,True,spines/zhujue/huanzhuangNan/yemaonan_1_beishi,,HZ_HUOPO,150,,HZ_QINGCHUN,124,,HZ_FANHUA,108,,HZ_QINGLIANG,150,,FG_YUNDONG,400,,FG_DONGWU,300,,,,,3,,,beishi,,HP,461,,ATTACK,46,,20361,1,
2200221,ui/hzicon/yichu/beishi_wangdie_1,风摇,小小的蝴蝶飞啊飞，在天上，在地上，在你我的心头上。,True,spines/zhujue/huanzhuangNan/wangdienan_1_beishi,,HZ_QINGCHUN,235,,HZ_JIANYUE,204,,HZ_HUOPO,191,,HZ_SHIWEN,210,,FG_JIANGHU,500,,,,,,,,4,,,beishi,,HP,1382,,ATTACK,138,,20393,1,
2200291,ui/hzicon/yichu/beishi_mengzhiyao_1,忘忧,有美人兮，见之不忘。一日不见兮，思之如狂。,True,spines/zhujue/huanzhuangNan/mengzhiyaonan_1_beishi,,HZ_FANHUA,187,,HZ_FENGLIUWUMEI,183,,HZ_RUYADUANZHUANG,166,,HZ_QINGLIANG,210,,FG_ZOUYUE,400,,FG_XIUXIAN,300,,,,,4,,,beishi,,HP,1382,,ATTACK,138,,20406,1,
2200321,ui/hzicon/yichu/beishi_lujian_1,无归,回首向来萧瑟处，归去，也无风雨也无晴。,True,spines/zhujue/huanzhuangNan/lujiannan_1_beishi,,HZ_YONGMENGYINGZI,333,,HZ_HUOPO,266,,HZ_CHENGSHU,241,,HZ_SHIWEN,280,,FG_SHOULIE,400,,FG_YUNDONG,300,,,,,5,,,beishi,,HP,3168,,ATTACK,317,,20410,1,
