id,name,item,conditions.conditions.type,conditions.conditions.arg,conditions.conditions.arg,child_conditions.conditions.type,child_conditions.conditions.arg,child_conditions.conditions.arg,child_conditions.conditions.type,child_conditions.conditions.arg,child_conditions.conditions.arg,child_events.events.type,child_events.events.arg,child_events.events.arg,child_events.events.type,child_events.events.arg,child_events.events.arg,child_events.events.type,child_events.events.arg,child_events.events.arg,pay_conditions.conditions.type,pay_conditions.conditions.arg,pay_conditions.conditions.arg,pay_child_conditions.conditions.type,pay_child_conditions.conditions.arg,pay_child_conditions.conditions.arg,pay_child_conditions.conditions.type,pay_child_conditions.conditions.arg,pay_child_conditions.conditions.arg,pay_child_events.events.type,pay_child_events.events.arg,pay_child_events.events.arg,pay_child_events.events.type,pay_child_events.events.arg,pay_child_events.events.arg,cd
16,喂养,6114,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
17,喂养,6115,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
18,喂养,6116,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
19,喂养,6117,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
20,喂养,6118,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
21,喂养,6119,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
22,喂养,6120,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
23,喂养,6121,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
24,喂养,6122,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
25,喂养,6123,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
26,喂养,6124,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
27,喂养,6125,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
28,喂养,6126,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
29,喂养,6127,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
30,喂养,6128,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
31,喂养,6129,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
32,喂养,6130,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
33,喂养,6131,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
34,喂养,6132,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
35,喂养,6133,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
36,喂养,6134,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
37,喂养,6135,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
38,喂养,6136,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
39,喂养,6137,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
40,喂养,6138,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
41,喂养,6139,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
42,喂养,6140,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
43,喂养,6141,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
44,喂养,6142,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
45,喂养,6143,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
46,喂养,6144,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
47,喂养,6145,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
48,喂养,6146,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
49,喂养,6147,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
50,喂养,6148,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
51,喂养,6149,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,CET_CHANGE_VALUE,CVT_HUNGERY,30,CET_CHANGE_CONTRIBUTION,1,,,,,,,,CCT_PHASE_IN,CP_CHILD,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HUNGERY,,,,,CET_CHANGE_CONTRIBUTION,1,,0
1000,玩耍,,,,,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HAPPY,,CET_CHANGE_VALUE,CVT_HAPPY,10,CET_CHANGE_CONTRIBUTION,1,,CET_CHANGE_VALUE,CVT_PLAY_CHANCES,-1,COST_RESOURCE,DIAMOND,30,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HAPPY,,CET_CHANGE_VALUE,CVT_HAPPY,10,CET_CHANGE_CONTRIBUTION,1,,60
2000,清洁,,,,,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_DIRTY,,CET_CHANGE_VALUE,CVT_DIRTY,30,CET_CHANGE_CONTRIBUTION,1,,CET_CHANGE_VALUE,CVT_BATH_CHANCES,-1,COST_RESOURCE,DIAMOND,50,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_DIRTY,,CET_CHANGE_VALUE,CVT_DIRTY,30,CET_CHANGE_CONTRIBUTION,1,,360
3000,治病,9401,,,,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HEALTH,,CET_CHANGE_VALUE,CVT_HEALTH,100,CET_CHANGE_CONTRIBUTION,1,,,,,COST_RESOURCE,DIAMOND,100,CCT_PHASE_IN,CP_BABY,CP_ADULT,CCT_VALUE_NOT_FULL,CVT_HEALTH,,CET_CHANGE_VALUE,CVT_HEALTH,100,CET_CHANGE_CONTRIBUTION,1,,0
