id,type,desc,player_action.type,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_condition.type,player_condition.arg,player_condition.arg,conditions.conditions.type,conditions.conditions.arg,conditions.conditions.arg,battle_action.type,battle_action.arg,parallel.threshold,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children
50,BNT_ACTION,PAT_FIEF_ENTER_SELF,PAT_FIEF_ENTER_SELF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BNT_ACTION,PAT_FIEF_AREA_INICIDENT_OPEN,PAT_FIEF_AREA_INICIDENT_OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BNT_ACTION,PAT_FIEF_AREA_INCIDENT_INVITE,PAT_FIEF_AREA_INCIDENT_INVITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BNT_ACTION,PAT_FIEF_ENTER_OTHER,PAT_FIEF_ENTER_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,BNT_CONDITION,COST_RESOURCE FIEF_INCIDENT_CHANCE 1,,,,,,,,,,,,,,,,,COST_RESOURCE,FIEF_INCIDENT_CHANCE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,BNT_ACTION,PAT_FIEF_AREA_INCIDENT_JOIN,PAT_FIEF_AREA_INCIDENT_JOIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,BNT_CONDITION,PCT_ARENA_JOINED,,,,,,,,,,,,,,PCT_ARENA_JOINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,BNT_CONDITION,PCT_MANSION_CREATED,,,,,,,,,,,,,,PCT_MANSION_CREATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,BNT_ACTION,PAT_MANSION_CREATE,PAT_MANSION_CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,BNT_CONDITION,PCT_FIEF_CREATED,,,,,,,,,,,,,,PCT_FIEF_CREATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,BNT_ACTION,PAT_FIEF_CREATE,PAT_FIEF_CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,BNT_ACTION,PAT_HUANZHUANG_PVP_UPDATE_SELECTION,PAT_HUANZHUANG_PVP_UPDATE_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,BNT_ACTION,PAT_CHAT_WORLD,PAT_CHAT_WORLD,Hello testing /01/02/03/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BNT_ACTION,PAT_FIEF_LEAVE,PAT_FIEF_LEAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,BNT_ACTION,PAT_GUANPIN_PROMOTE,PAT_GUANPIN_PROMOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,BNT_ACTION,PAT_GUANPIN_CHAOTANG_CHANLLENGE,PAT_GUANPIN_CHAOTANG_CHANLLENGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BNT_ACTION,PAT_GUANPIN_DIANSHI_BAOMING,PAT_GUANPIN_DIANSHI_BAOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BNT_CONDITION,MARRIED,,,,,,,,,,,,,,,,,MARRIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BNT_CONDITION,NOT_MARRIED,,,,,,,,,,,,,,,,,NOT_MARRIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,BNT_CONDITION,PCT_MARRIAGE_SPOUSE_STARTED_QIU_QIAN,,,,,,,,,,,,,,PCT_MARRIAGE_SPOUSE_STARTED_QIU_QIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,BNT_ACTION,PAT_MARRIAGE_START_QIU_QIAN,PAT_MARRIAGE_START_QIU_QIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,BNT_ACTION,PAT_MARRIAGE_JOIN_QIU_QIAN,PAT_MARRIAGE_JOIN_QIU_QIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BNT_ACTION,PAT_MARRIAGE_DECLINE_QIU_QIAN,PAT_MARRIAGE_DECLINE_QIU_QIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BNT_ACTION,PAT_MARRIAGE_QIU_QIAN_CONFIRM,PAT_MARRIAGE_QIU_QIAN_CONFIRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BNT_CONDITION,PCT_MARRIAGE_QIU_QIANING,,,,,,,,,,,,,,PCT_MARRIAGE_QIU_QIANING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BNT_ACTION,PAT_MARRIAGE_DIVORCE,PAT_MARRIAGE_DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BNT_CONDITION,PCT_CHILD_HAS,,,,,,,,,,,,,,PCT_CHILD_HAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BNT_ACTION,PAT_CHILD_RAISE,PAT_CHILD_RAISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BNT_ACTION,PAT_CHILD_STUDY,PAT_CHILD_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BNT_ACTION,PAT_CHILD_LEARN_SKILL,PAT_CHILD_LEARN_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,BNT_ACTION,PAT_RELATION_APPLY_FRIEND,PAT_RELATION_APPLY_FRIEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,BNT_ACTION,PAT_RELATION_APPROVE_APPLICATION,PAT_RELATION_APPROVE_APPLICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,BNT_ACTION,PAT_LIEMING_ROOM_ENTER,PAT_LIEMING_ROOM_ENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,BNT_ACTION,PAT_MULTI_LIEMING_READY,PAT_MULTI_LIEMING_READY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,BNT_ACTION,PAT_MULTI_LIEMING_INPUT,PAT_MULTI_LIEMING_INPUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,BNT_ACTION,PAT_LIEMING_ROOM_ENTER_BY_INVITE,PAT_LIEMING_ROOM_ENTER_BY_INVITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,BNT_ACTION,PAT_GONGDOU GT_RESPECT,PAT_GONGDOU,GT_RESPECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,BNT_ACTION,PAT_GONGDOU GT_LETTER,PAT_GONGDOU,GT_LETTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,BNT_ACTION,PAT_GONGDOU GT_NURTURE,PAT_GONGDOU,GT_NURTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,BNT_ACTION,PAT_GONGDOU GT_PRISON,PAT_GONGDOU,GT_PRISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,BNT_ACTION,PAT_GONGDOU GT_EMPEROR,PAT_GONGDOU,GT_EMPEROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,BNT_ACTION,PAT_GONGDOU GT_EMPEROR_VISIT,PAT_GONGDOU,GT_EMPEROR_VISIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,BNT_ACTION,PAT_GONGDOU GT_CURE,PAT_GONGDOU,GT_CURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,BNT_ACTION,PAT_GONGDOU GT_CHALLENGE,PAT_GONGDOU,GT_CHALLENGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,BNT_ACTION,PAT_MARRIAGE_START_STAR_WISH,PAT_MARRIAGE_START_STAR_WISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,BNT_ACTION,PAT_MARRIAGE_STAR_WISH_SEND_GIFT,PAT_MARRIAGE_STAR_WISH_SEND_GIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,BNT_ACTION,PAT_MARRIAGE_STAR_WISH_CANCEL,PAT_MARRIAGE_STAR_WISH_CANCEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,BNT_ACTION,PAT_MARRIAGE_STOP_STAR_WISH,PAT_MARRIAGE_STOP_STAR_WISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,BNT_ACTION,PAT_MARRIAGE_STAR_WISH_SELECT,PAT_MARRIAGE_STAR_WISH_SELECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,BNT_ACTION,PAT_MARRIAGE_START_PK,PAT_MARRIAGE_START_PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,BNT_ACTION,PAT_MARRIAGE_PK_CHALLENGE,PAT_MARRIAGE_PK_CHALLENGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,BNT_ACTION,PAT_MARRIAGE_PK_CANCEL,PAT_MARRIAGE_PK_CANCEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,BNT_ACTION,PAT_MARRIAGE_STOP_PK,PAT_MARRIAGE_STOP_PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,BNT_ACTION,PAT_MARRIAGE_PK_SELECT,PAT_MARRIAGE_PK_SELECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,BNT_ACTION,PAT_MARRIAGE_PROPOSE,PAT_MARRIAGE_PROPOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,BNT_ACTION,PAT_MARRIAGE_DECLINE_PROPOSE,PAT_MARRIAGE_DECLINE_PROPOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,BNT_ACTION,PAT_MARRIAGE_ACCEPT_PROPOSE,PAT_MARRIAGE_ACCEPT_PROPOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,BNT_ACTION,PAT_PLAYER_ON_HOOK,PAT_PLAYER_ON_HOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,BNT_ACTION,PAT_ACTIVITY_QIANDAO,PAT_ACTIVITY_QIANDAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,BNT_ACTION,PAT_ACTIVITY_RECHARGE,PAT_ACTIVITY_RECHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,BNT_ACTION,PAT_MANSION_FARM_PLANT_SOW,PAT_MANSION_FARM_PLANT_SOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,BNT_ACTION,PAT_MANSION_FARM_PLANT_WATER,PAT_MANSION_FARM_PLANT_WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,BNT_ACTION,PAT_MANSION_FARM_PLANT_FERTILIZE,PAT_MANSION_FARM_PLANT_FERTILIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,BNT_ACTION,PAT_MANSION_FARM_PLANT_DISINSECT,PAT_MANSION_FARM_PLANT_DISINSECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,BNT_ACTION,PAT_MANSION_FARM_PLANT_HARVEST,PAT_MANSION_FARM_PLANT_HARVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,BNT_ACTION,PAT_MANSION_KITCHEN_COOK,PAT_MANSION_KITCHEN_COOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,BNT_ACTION,PAT_LEAGUE_WAR_ENROLL,PAT_LEAGUE_WAR_ENROLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,BNT_ACTION,PAT_LEAGUE_UPGRADE_BUILDING,PAT_LEAGUE_UPGRADE_BUILDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,BNT_ACTION,PAT_LEAGUE_ACCELERATE_BUILDING_UPGRADING,PAT_LEAGUE_ACCELERATE_BUILDING_UPGRADING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,BNT_ACTION,PAT_LEAGUE_TRADE_TO_CITY,PAT_LEAGUE_TRADE_TO_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,BNT_ACTION,PAT_LEAGUE_ALIENATE_CITY,PAT_LEAGUE_ALIENATE_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,BNT_ACTION,PAT_LEAGUE_INVITE_CITY,PAT_LEAGUE_INVITE_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1018,3,7,6,,,,,,,,,,,,,,,,,,,,
1001,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1018,4,8,6,,,,,,,,,,,,,,,,,,,,
1002,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1018,5,9,6,,,,,,,,,,,,,,,,,,,,
1003,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,11,14,6,,,,,,,,,,,,,,,,,,,,,
1004,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,12,15,6,,,,,,,,,,,,,,,,,,,,,
1005,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,13,16,6,,,,,,,,,,,,,,,,,,,,,
1006,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,11,17,6,,,,,,,,,,,,,,,,,,,,,
1007,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,12,17,6,,,,,,,,,,,,,,,,,,,,,
1008,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,13,17,6,,,,,,,,,,,,,,,,,,,,,
1009,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,19,1,,,,,,,,,,,,,,,,,,,,,,
1010,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1018,,,,,,,,,,,,,,,,,,,,,,,
1011,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,23,24,22,6,,,,,,,,,,,,,,,,,,,,
1012,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,25,28,,,,,,,,,,,,,,,,,,,,,,
1013,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,32,33,34,35,36,37,221,222,223,224,225,226,227,,,,,,,,,,,
1014,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,38,39,,,,,,,,,,,,,,,,,,,,,,
1015,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1019,50,51,52,63,,,,,,,,,,,,,,,,,,,
1016,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,53,54,55,63,,,,,,,,,,,,,,,,,,,,
1017,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,56,18,,,,,,,,,,,,,,,,,,,,,,
1018,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,57,58,,,,,,,,,,,,,,,,,,,,,,
1019,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,59,60,,,,,,,,,,,,,,,,,,,,,,
1020,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,29,30,61,,,,,,,,,,,,,,,,,,,,,
1021,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,240,244,243,,,,,,,,,,,,,,,,,,,,,
1022,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,241,242,,,,,,,,,,,,,,,,,,,,,,
1023,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,245,249,248,,,,,,,,,,,,,,,,,,,,,
1024,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,246,247,,,,,,,,,,,,,,,,,,,,,,
