id,name,slot,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,damage_type,target_find.target_grids,target_find.target_select,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_sort,target_find.max_target,target_find.target_is_grid,opacity,speed,type,time,icon,scale,cd,default_cd,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast.pttid,on_cast.caster,on_cast.target,on_cast.pttid,on_cast.caster,on_cast.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,tags,tags,special_lens,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_ctr.stitching_effect,cast_effect_ctr.effect,cast_effect_ctr.unflipped_over,cast_effect_ctr.create_in_center,cast_effect_ctr.forever,cast_attack_effect.stitching_effect,cast_attack_effect.effect,cast_attack_effect.unflipped_over,cast_attack_effect.create_in_center,cast_attack_effect.forever,target_effect.stitching_effect,target_effect.effect,target_effect.unflipped_over,target_effect.create_in_center,target_effect.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_ctr.stitching_effect,target_effect_ctr.effect,target_effect_ctr.unflipped_over,target_effect_ctr.create_in_center,target_effect_ctr.forever,cast_anim,special_sound,name_sound,attack_sound,hit_sound,value,factor,level,levelup_skill,levelup_conditions.conditions.type,levelup_conditions.conditions.arg,levelup_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unite_skill.dps,unite_skill.tank,unite_skill.assist,desc,zhanli
50308,挥戈回日,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/huigehuiri,1,3,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,True,newskills/effect_hit_0204u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0204u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1480,1,50304,,,,,,,,,{normal-color}攻击竖排目标，造成{green-color}148%{normal-color}的{purple-color}法术伤害{normal-color},
50304,挥戈回日,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/huigehuiri,1,3,3,,,,,,,,,,,,,5030401,SKILL_CASTER,SKILL_CASTER,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,True,newskills/effect_hit_0204u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0204u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1480,2,503041,,,,,,,,,{normal-color}攻击竖排目标，造成{green-color}148%{normal-color}的{purple-color}法术伤害{normal-color}，并且恢复造成伤害{green-color}18%{normal-color}的生命值,
503041,挥戈回日,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/huigehuiri,1,3,0,,,,,,,,,,,,,50304011,SKILL_CASTER,SKILL_CASTER,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,True,newskills/effect_hit_0204u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0204u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1480,3,,,,,,,,,,{normal-color}攻击竖排目标，造成{green-color}148%{normal-color}的{purple-color}法术伤害{normal-color}，并且恢复造成伤害{green-color}18%{normal-color}的生命值,
50201,草木俱朽,2,1,250,1,350,1,400,,,,,,,MAGICAL,ENEMY,SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/caomujuxiu,1,2,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0202u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/caomujuxiu_sk,0,2300,1,50205,,,,,,,,,{normal-color}攻击目标，造成{green-color}230%{normal-color}的{purple-color}法术伤害{normal-color},
50205,草木俱朽,2,1,250,1,350,1,400,,,,,,,MAGICAL,ENEMY,SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/caomujuxiu,1,2,3,,,,,,,,,,,,,5020501,SKILL_CASTER,SKILL_CASTER,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0202u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/caomujuxiu_sk,0,2300,2,502051,,,,,,,,,{normal-color}自身爆伤提高{green-color}50%{normal-color}，攻击目标，造成{green-color}230%{normal-color}的{purple-color}法术伤害{normal-color}，持续两回合,
502051,草木俱朽,2,1,250,1,350,1,400,,,,,,,MAGICAL,ENEMY,SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/caomujuxiu,1,2,0,,,,,,,,,,,,,50205011,SKILL_CASTER,SKILL_CASTER,1,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,ATTACK,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0202u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/caomujuxiu_sk,0,2300,3,,,,,,,,,,{normal-color}自身爆伤提高{green-color}50%{normal-color}，攻击目标，造成{green-color}230%{normal-color}的{purple-color}法术伤害{normal-color}，持续两回合,
50412,朗月清风,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/langyueqingfeng,1,2,3,,,,,,,5041202,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0191u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/langyueqingfeng_sk,0,1200,1,50409,,,,,,,,,{normal-color}群体恢复目标生命值{green-color}12%{normal-color}的生命,
50409,朗月清风,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/langyueqingfeng,1,2,3,,,,,,,5040902,SKILL_CASTER,SKILL_TARGET,5040903,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0191u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/langyueqingfeng_sk,0,1200,2,504091,,,,,,,,,{normal-color}群体恢复目标生命值{green-color}12%{normal-color}的生命，并且使对方全体命中降低{green-color}10%{normal-color}，持续两回合,
50419,fu1,,,,,,,,,,,,,,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/langyueqingfeng,1,0,,,,,,,,5040901,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
504091,朗月清风,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/langyueqingfeng,1,2,0,,,,,,,50409021,SKILL_CASTER,SKILL_TARGET,50409031,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0191u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/langyueqingfeng_sk,0,1200,3,,,,,,,,,,{normal-color}群体恢复目标生命值{green-color}12%{normal-color}的生命，并且使对方全体命中降低{green-color}10%{normal-color}，持续两回合,
504191,fu1,,,,,,,,,,,,,,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/langyueqingfeng,1,0,,,,,,,,50409011,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
50207,金声玉润,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jinshengyurun,1,2,3,,,,,,,2,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,BENEFICIAL,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0209u,,,,,newskills/effect_hit_0209d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,,0,1200,1,50206,,,,,,,,,{normal-color}群体恢复攻击力{green-color}120%{normal-color}的生命值,
50206,金声玉润,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jinshengyurun,1,2,3,,,,,,,5020601,SKILL_CASTER,SKILL_TARGET,2,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,BENEFICIAL,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0209u,,,,,newskills/effect_hit_0209d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,,0,1200,2,502061,,,,,,,,,{normal-color}群体恢复攻击力{green-color}120%{normal-color}的生命值，并且友方暴击提高{green-color}10%{normal-color}，持续两回合,
502061,金声玉润,2,,,,,,,,,,,,,MAGICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jinshengyurun,1,2,0,,,,,,,50206011,SKILL_CASTER,SKILL_TARGET,2,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,BENEFICIAL,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0125u,,,,,newskills/effect_hit_0209u,,,,,newskills/effect_hit_0209d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,,0,1200,3,,,,,,,,,,{normal-color}群体恢复攻击力{green-color}120%{normal-color}的生命值，并且友方暴击提高{green-color}10%{normal-color}，持续两回合,
50411,独上兰舟,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/dushanglanzhou,1,3,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0208u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0208u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1520,1,50410,,,,,,,,,{normal-color}攻击指定竖排目标造成{green-color}152%{normal-color}的{purple-color}法术伤害{normal-color},
50410,独上兰舟,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/dushanglanzhou,1,3,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,5041001,SKILL_CASTER,SKILL_TARGET,5041002,SKILL_CASTER,SKILL_TARGET,,,,DAMAGE,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0208u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0208u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1520,2,504101,,,,,,,,,{normal-color}攻击指定竖排目标造成{green-color}152%{normal-color}的{purple-color}法术伤害{normal-color}，{green-color}20%{normal-color}使目标眩晕一回合，并且使受到的治疗效果降低{green-color}20%{normal-color},
504101,独上兰舟,2,,,,,,,,,,,,,MAGICAL,ENEMY,COL,ALIVE,,,,,,,,,,2,sprites/skill/dushanglanzhou,1,3,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,50410011,SKILL_CASTER,SKILL_TARGET,50410021,SKILL_CASTER,SKILL_TARGET,,,,DAMAGE,ASSIST,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0122u,,,,,newskills/effect_hit_0208u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0208u,,,,attack,,,,soundeffects/huigehuiri_sk,0,1520,3,,,,,,,,,,{normal-color}攻击指定竖排目标造成{green-color}152%{normal-color}的{purple-color}法术伤害{normal-color}，{green-color}20%{normal-color}使目标眩晕一回合，并且使受到的治疗效果降低{green-color}20%{normal-color},
50303,月影星楼,2,,,,,,,,,,,,,PHYSICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/yueyingxinglou,1,2,3,,,,,,,,,,5030301,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,BENEFICIAL,DEFENCE,,,newskills/effect_0144u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0144u,,,,,,,,,True,newskills/effect_hit_0231u,,,,True,newskills/effect_hit_0231d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0231u,,,,attack,,,,,0,0,1,503031,,,,,,,,,{normal-color}使所有己方全体本回合受到的伤害降低{green-color}30%{normal-color}，持续1回合,
503031,月影星楼,2,,,,,,,,,,,,,PHYSICAL,ALLY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/yueyingxinglou,1,2,0,,,,,,,,,,50303011,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,BENEFICIAL,DEFENCE,,,newskills/effect_0144u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0144u,,,,,,,,,True,newskills/effect_hit_0231u,,,,True,newskills/effect_hit_0231d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0231u,,,,attack,,,,,0,0,2,50307,,,,,,,,,{normal-color}使所有己方全体本回合受到的伤害降低{green-color}30%{normal-color}，持续1回合,
