id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
200201,,,,BACKGROUND,sprites/juqing_jiedao1,,,OPTIONS,200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200202,,,,BACKGROUND,sprites/juqing_jiedao1,,,SUBTITLE,[旁白]恭喜你，猜中了灯谜，获得奖品。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200203,,,,BACKGROUND,sprites/juqing_jiedao1,,,SUBTITLE,[旁白]很遗憾，看来你只是说大话呢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200204,,,,BACKGROUND,sprites/juqing_jiedao1,,,SUBTITLE,[旁白]很遗憾，看来你只是说大话呢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200205,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,哎呀，你走路咋这么不小心。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,发生了什么事了？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,刚刚被个无理的人撞到了，真是没趣！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,最近貌似经常有人上衙门报案说逛街时遭了窃贼，你小心一点！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,哼！哪有人敢偷到我头上？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,诶？不会这么倒霉吧……钱袋不见了……,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,一定是刚才那人干的，我们快追上去！,,,,,SUBTITLE,[旁白]两人有如神助，一通移形换影，瞬间追上小偷，然后把小偷扭送官府！官府差役送来礼物致谢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200206,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,很久没有这么平凡的逛街了！,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,对呀，和%{NAME}在一起后，貌似天天都忙碌的很，很久没这么平静过了！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,话说王都可真是繁华！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,据说越西国的王都比我们这更要繁华壮观！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不愧是国力最为强势的越西，有机会真想去看看！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,难得出来，买点礼物送给%{NAME}吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200207,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,前面好像有人卖艺，咱们也上去凑个热闹。,,,,,,,,,SUBTITLE,[旁白]穿过人群，一人胸顶大石躺于地上，一人手持巨锤立于一旁。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,看样子是要表演胸口碎大石，这可真是厉害！,,,,,NAME,卖艺人,,,SUBTITLE,走过路过不要错过，独门绝技，胸口碎大石，有钱的捧个钱场，没钱的走远点！,,,,,,,,,SUBTITLE,[旁白]在人群的起哄声中，巨锤猛地砸下，大石纹丝不动，躺地那人嘴角似有血丝溢出。,,,,,,,,,,,,,,,,,NAME,卖艺人,,,SUBTITLE,是谁他娘的把石头给换成真的了！快送俺去医馆！,,,,,,,,,,,,,SUBTITLE,[旁白]众人一通忙活，把卖艺人送至了医馆；卖艺人羞愧难当，把赏钱都退了回去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200300,,,,BACKGROUND,sprites/juqing_simiao1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,据说这个寺庙里的签特别灵验，我们也上去求一只如何？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,既然来了，那么岂能错过？,,,,,,,,,SUBTITLE,[旁白]来到求签处，虔诚的摇出了一支签。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,让我看看，“祸兮福所倚”，这是什么意思呢？,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,神神叨叨的，我看这玩意儿别当真。,,,,,,,,,SUBTITLE,[旁白]两人来到殿外，突然一个异物从天而降掉到头上。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,什么东……居然是鸟粪！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,等等，你看那坨不可明状物中间似有亮光！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是一颗珍珠，应该是鸟儿吃了，然后……还是好恶心……,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,看来这里的签真的很灵验。,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200301,,,,BACKGROUND,sprites/juqing_simiao1,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]一温婉女子跪于许愿池旁，正在虔心祈祷什么。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,又看到那位姑娘了，真是世间少有的痴情女子！,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,恩？那位姑娘是有什么故事么？,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,她夫君是位一心考取功名的书生，这姑娘每天都跋山涉水来这寺里为她夫君许愿！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,心诚则灵，希望佛祖能听到这位痴情女子的声音！,,,,,,,,,NAME,痴情女子,,,SUBTITLE,感谢二位的祝福，小女子之前做的一些手工作品，希望二位不要嫌弃。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200302,,,,BACKGROUND,sprites/juqing_simiao1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我上次和%{NAME}来这里拜佛。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是发生什么了么？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,%{NAME}把钱袋给遗忘在了这里！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,真难以想象那么聪慧精明的%{NAME}居然会犯这种错误！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,很可爱吧？咦，蒲团下面貌似有什么东西。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,啊！是%{NAME}上次遗失的那个钱袋！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,………………,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200303,,,,BACKGROUND,sprites/juqing_simiao1,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]今天的寺庙格外热闹，人山人海。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,今天拜佛的人貌似格外的多。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,来的路上，听路人闲聊，好像有什么大人物来这里祈福了。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,切！大人物能有多大，有%{NAME}大么？,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,谁知道呢，要不要去凑凑热闹？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,这么多人……到底是谁呢？魅力可真大。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,看情况今天我们只能去偏殿逛逛了！,,,,,SUBTITLE,[旁白]一段时辰过后，两人回到主厅，大人物已经离开，剩下一位管家式样的人物正在派放礼物！不过大人物到底是谁呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200400,,,,BACKGROUND,sprites/juqing_nongjia1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,这里的环境真好。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,难得有机会远离那些纷争。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,是呀，整天宫斗来宫斗去的，大家坐下来一起喝茶该多好？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,然而权利二字最为诱人，又有多少人能放下呢？,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你说的也对，不过我真想和相爱的人平平淡淡在这样的环境里度过余生。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,会有机会的！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200401,,,,BACKGROUND,sprites/juqing_nongjia1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,刚刚我好像看到一匹鹿跑了过去。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,现在还能在附近看到野生的鹿呀。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我上次去皇家狩猎场，看到很多野生的鹿。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,那是皇家，这附近的野生鹿不是被偷溜出来的公子小姐们狩猎了就是被村民杀了吃了。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,那鹿也太可怜了吧。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,对呀，什么时候人和野生动物能和谐共处呢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200402,,,,BACKGROUND,sprites/juqing_nongjia1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你有什么拿手的菜么。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,我拿手的菜可多了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,真的么？那有空你可给多秀几手。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,可不是，上次做了几道菜，%{NAME}吃了后，高兴的都说不出话了。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,真的有那么好吃么？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,必须的，%{NAME}可是接连过了好几天都没说出话。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,……有点心疼%{NAME}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200500,,,,BACKGROUND,sprites/juqing_senlin1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,这森林怎么阴深深的。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你难道不知道么？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,知道啥？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,这地方呀，死过不少士兵哦。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,什么？这里怎么会发生战争？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,据说是追一个逃亡的公主，那公主的护卫可厉害了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我们快走吧，越来越吓人了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200501,,,,BACKGROUND,sprites/juqing_senlin1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,这家伙，什么东西？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,发生什么了，难道有刺客么？那个是……,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,看上去像什么？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,像小鸟。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我也觉得，它为啥在我头顶上叽叽喳喳的。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,这个……可能是中意你？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,啊，别乱动，这可是我整理了两个时辰的发型。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200502,,,,BACKGROUND,sprites/juqing_senlin1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,森林里面总是藏满了令人反胃的气息。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,为什么这么说呢。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不知道多少肮脏的交易在这个人迹罕至的地方进行着。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,怎么了，感觉你今天特别的奇怪。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,没什么，只是想起了一些不好的回忆。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
